gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end
ALKBH3	chr11	43880811	43920274	+	43918803	43918853
ALKBH4	chr7	102456238	102464863	-	102464826	102464876
ALKBH5	chr17	18183078	18209954	+	18183077	18183127
ALKBH6	chr19	36009120	36014239	-	36014189	36014239
ALKBH7	chr19	6372794	6375250	+	6373470	6373520
ALKBH8	chr11	107502727	107565742	-	107565692	107565746
ALLC	chr2	3658200	3702671	+	3658194	3658244
ALMS1	chr2	73385758	73625166	+	73385757	73519994
ALOX12	chr17	6996049	7010754	+	7009488	7009538
ALOX12B	chr17	8072636	8087716	-	8080045	8087703
ALOX15	chr17	4630919	4642294	-	4642244	4642294
ALOX15B	chr17	8039034	8049134	+	8039016	8039066
ALOX5	chr10	45374176	45446119	+	45440429	45440479
ALOX5AP	chr13	30713478	30764426	+	30713477	30713527
ALOXE3	chr17	8095900	8119047	-	8118997	8119047
ALPG	chr2	232406844	232410714	+	232406842	232406944
ALPI	chr2	232456125	232460753	+	232456124	232456174
ALPK1	chr4	112285509	112442621	+	112297368	112297419
ALPK2	chr18	58481247	58629091	-	58578974	58579024
ALPK3	chr15	84817356	84873479	+	84863528	84863578
ALPP	chr2	232378724	232382889	+	232378723	232378773
ALS2	chr2	201700267	201782112	-	201781139	201781189
ALS2CL	chr3	46668995	46693704	-	46674648	46674698
ALX1	chr12	85280220	85301784	+	85280106	85280156
ALX4	chr11	44260440	44310139	-	44310116	44310166
ALYREF	chr17	81887835	81891586	-	81891536	81891586
AMACR	chr5	33986165	34008104	-	34008058	34008108
AMBN	chr4	70592256	70607288	+	70592257	70592307
AMBP	chr9	114060127	114078328	-	114074959	114074969
AMBRA1	chr11	46396414	46594125	-	46594075	46594125
AMD1	chr6	110874770	110898879	+	110874769	110874819
AMDHD1	chr12	95943331	95968720	+	95943519	95943535
AMDHD2	chr16	2520357	2531422	+	2527569	2527619
AMER2	chr13	25161679	25172288	-	25172238	25172288
AMER3	chr2	130755540	130768134	+	130755650	130755700
AMFR	chr16	56361452	56425545	-	56424145	56424195
AMH	chr19	2249309	2252073	+	2249743	2249793
AMHR2	chr12	53423855	53431672	+	53423865	53423915
AMIGO2	chr12	47075707	47079959	-	47079592	47079951
AMIGO3	chr3	49716829	49719684	-	49719645	49719695
AMMECR1L	chr2	127861630	127885967	-	127885872	127885922
AMN	chr14	102922663	102933596	+	102928808	102928858
AMN1	chr12	31671142	31729121	-	31729060	31729110
AMOTL1	chr11	94706431	94876748	+	94864827	94864860
AMOTL2	chr3	134355347	134375479	-	134374510	134374594
AMPD3	chr11	10308313	10507579	+	10450680	10450730
AMPH	chr7	38383704	38631420	-	38631370	38631420
AMT	chr3	49416778	49422685	-	49422408	49422473
AMTN	chr4	70518569	70532743	+	70518584	70518634
AMZ1	chr7	2679522	2775500	+	2688201	2688251
AMZ2	chr17	68205481	68257712	+	68248042	68248086
ANAPC1	chr2	111611639	111884690	-	111857015	111857065
ANAPC10	chr4	144831908	145098541	-	145098163	145098216
ANAPC11	chr17	81890790	81900991	+	81891720	81891770
ANAPC13	chr3	134477706	134486716	-	134485976	134486026
ANAPC15	chr11	72106378	72112780	-	72112730	72112780
ANAPC16	chr10	72216000	72235860	+	72215999	72216049
ANAPC2	chr9	137174784	137188560	-	137183564	137183614
ANAPC4	chr4	25377263	25418498	+	25415151	25415201
ANAPC5	chr12	121308245	121399896	-	121335559	121335609
ANAPC7	chr12	110372900	110403730	-	110403639	110403730
ANG	chr14	20684177	20698971	+	20684176	20684226
ANGEL1	chr14	76786009	76826246	-	76804385	76804435
ANGPT1	chr8	107249482	107498055	-	107321943	107321993
ANGPT2	chr8	6499632	6563409	-	6562994	6563044
ANGPT4	chr20	869900	916334	-	916267	916317
ANGPTL2	chr9	127087348	127122635	-	127122584	127122883
ANGPTL4	chr19	8363289	8374370	+	8363288	8363338
ANGPTL5	chr11	101890674	101916522	-	101916472	101916522
ANGPTL6	chr19	10092338	10102678	-	10102609	10102659
ANGPTL8	chr19	11237450	11241943	+	11237501	11237551
ANHX	chr12	133218312	133235877	-	133235806	133235836
ANK1	chr8	41653220	41896762	-	41665224	41665274
ANK2	chr4	112818032	113384221	+	112818108	113049699
ANK3	chr10	60026298	60733490	-	60084665	60084715
ANKAR	chr2	189674290	189761193	+	189676937	189676987
ANKDD1A	chr15	64911902	64958691	+	64934112	64934162
ANKDD1B	chr5	75611182	75681773	+	75611458	75611525
ANKEF1	chr20	9986126	10058303	+	10035040	10035166
ANKFN1	chr17	55882301	56517016	+	56153509	56153530
ANKFY1	chr17	4163821	4263995	-	4180386	4180436
ANKH	chr5	14704800	14871778	-	14749177	14749227
ANKHD1	chr5	140401814	140539856	+	140504768	140504818
ANKHD1-EIF4EBP3	chr5	140401908	140549569	+	140401907	140401957
ANKIB1	chr7	92245974	92401383	+	92246233	92246283
ANKK1	chr11	113387779	113400416	+	113387790	113387840
ANKLE1	chr19	17281645	17287646	+	17281644	17281694
ANKLE2	chr12	132725503	132761832	-	132735073	132735123
ANKMY1	chr2	240479422	240569209	-	240561060	240561110
ANKMY2	chr7	16599779	16645817	-	16645705	16645755
ANKRA2	chr5	73552190	73565667	-	73562596	73562646
ANKRD1	chr10	90912096	90921087	-	90921226	90921276
ANKRD10	chr13	110878540	110915069	-	110915019	110915069
ANKRD11	chr16	89267630	89490561	-	89313386	89313436
ANKRD12	chr18	9136228	9285985	+	9136227	9136277
ANKRD13A	chr12	109999186	110039763	+	109999429	109999479
ANKRD13B	chr17	29589769	29614761	+	29593467	29593517
ANKRD13D	chr11	67289300	67302485	+	67289933	67289983
ANKRD16	chr10	5861616	5889906	-	5889848	5889898
ANKRD17	chr4	73073376	73258798	-	73153885	73153935
ANKRD18A	chr9	38571358	38620596	-	38620610	38620660
ANKRD18B	chr9	33524251	33573013	+	33566971	33567021
ANKRD2	chr10	97572499	97583884	+	97572778	97572828
ANKRD20A1	chr9	67832765	67920552	+	67880449	67880499
ANKRD22	chr10	88819896	88851844	-	88851768	88851818
ANKRD23	chr2	96824526	96857934	-	96842067	96842117
ANKRD24	chr19	4182689	4224814	+	4183353	4183403
ANKRD26	chr10	26973793	27100494	-	27100448	27100498
ANKRD27	chr19	32597006	32676597	-	32675142	32675199
ANKRD28	chr3	15667236	15859771	-	15756498	15756548
ANKRD29	chr18	23598926	23662911	-	23662835	23662885
ANKRD30A	chr10	37125598	37232567	+	37125856	37125906
ANKRD30B	chr18	14728272	14854667	+	14837148	14837198
ANKRD30BL	chr2	132147591	132257969	-	132161905	132161955
ANKRD31	chr5	75068275	75236911	-	75236828	75236878
ANKRD33	chr12	51888009	51891727	+	51888216	51888266
ANKRD33B	chr5	10564070	10657816	+	10564329	10564379
ANKRD34B	chr5	80556755	80570280	-	80570200	80570250
ANKRD34C	chr15	79282722	79298239	+	79293284	79293334
ANKRD36	chr2	97113153	97264521	+	97113551	97113601
ANKRD36B	chr2	97492663	97589877	-	97589814	97589864
ANKRD36C	chr2	95836919	95991831	-	95945113	95945121
ANKRD37	chr4	185396021	185400628	+	185396810	185396860
ANKRD39	chr2	96836611	96858016	-	96858045	96858095
ANKRD40	chr17	50693198	50707914	-	50707874	50707924
ANKRD40CL	chr17	50761029	50767557	-	50767468	50767518
ANKRD42	chr11	83193712	83260694	+	83247953	83248003
ANKRD44	chr2	196967017	197311173	-	197088825	197088875
ANKRD46	chr8	100509752	100559784	-	100559661	100559711
ANKRD49	chr11	94493979	94499578	+	94493978	94494028
ANKRD50	chr4	124664048	124712732	-	124712682	124712732
ANKRD52	chr12	56237807	56258384	-	56255034	56255084
ANKRD53	chr2	70978380	70985499	+	70982325	70982375
ANKRD54	chr22	37830855	37849327	-	37844273	37844323
ANKRD55	chr5	56099680	56233330	-	56233309	56233359
ANKRD6	chr6	89433152	89633834	+	89602992	89603042
ANKRD60	chr20	58218495	58228653	-	58228603	58228653
ANKRD61	chr7	6031376	6036552	+	6031375	6031425
ANKRD62	chr18	12093843	12129764	+	12102705	12102755
ANKRD63	chr15	40278372	40283064	-	40282536	40282586
ANKRD66	chr6	46746933	46759506	+	46753745	46753795
ANKRD7	chr7	118214669	118496171	+	118224706	118224756
ANKRD9	chr14	102501767	102509799	-	102508861	102508911
ANKS1A	chr6	34889255	35091406	+	34889264	34889314
ANKS1B	chr12	98726457	99984936	-	99825341	99825391
ANKS3	chr16	4696510	4734378	-	4734204	4734254
ANKS4B	chr16	21233699	21253850	+	21233664	21233714
ANKS6	chr9	98731329	98796965	-	98796489	98796539
ANKUB1	chr3	149761100	149968385	-	149792773	149792823
ANKZF1	chr2	219229783	219236679	+	219229805	219229855
ANLN	chr7	36389821	36453791	+	36420223	36420273
ANO1	chr11	69985907	70189530	+	70078301	70078351
ANO10	chr3	43354859	43691594	-	43690769	43690819
ANO2	chr12	5531869	5946232	-	5945209	5945259
ANO3	chr11	26188842	26663289	+	26309598	26309648
ANO4	chr12	101111599	101128641	+	100717525	100717547
ANO5	chr11	21782659	22283567	+	22193175	22193225
ANO6	chr12	45215987	45482280	+	45292682	45292732
ANO7	chr2	241188509	241225976	+	241218184	241218234
ANO8	chr19	17323223	17334855	-	17334779	17334829
ANO9	chr11	417933	442011	-	421236	421286
ANP32A	chr15	68778535	68820897	-	68820847	68820897
ANP32B	chr9	97983341	98015943	+	97984591	97984641
ANP32D	chr12	48472559	48473622	+	48472664	48472714
ANPEP	chr15	89784895	89815401	-	89793137	89793187
ANTKMT	chr16	720581	722590	+	721141	721191
ANTXR1	chr2	69013176	69249327	+	69013356	69013406
ANTXR2	chr4	79901146	80125454	-	80072650	80072700
ANTXRL	chr10	46286345	46330207	+	46286344	46286394
ANXA1	chr9	73151865	73170393	+	73151864	73151914
ANXA10	chr4	168092537	168187736	+	168092574	168092624
ANXA11	chr10	80150889	80205572	-	80205522	80205572
ANXA13	chr8	123680794	123737402	-	123729200	123729250
ANXA2	chr15	60347134	60402883	-	60397983	60398033
ANXA2R	chr5	43039233	43043170	-	43040295	43040345
ANXA3	chr4	78551747	78610451	+	78551746	78551796
ANXA4	chr2	69644425	69827112	+	69814786	69814836
ANXA5	chr4	121667946	121696995	-	121696945	121696995
ANXA6	chr5	151100706	151157785	-	151157735	151157785
ANXA7	chr10	73375101	73414076	-	73408357	73408407
ANXA8	chr10	47460162	47484158	-	47484033	47484083
ANXA8L1	chr10	46375627	46391784	+	46375675	46375725
AOAH	chr7	36512941	36724549	-	36530634	36530684
AOC1	chr7	150824627	150861504	+	150826392	150826442
AOC2	chr17	42844580	42850707	+	42844600	42844650
AOC3	chr17	42851184	42858130	+	42851183	42851233
AOPEP	chr9	94726699	95087159	+	95004979	95005045
AOX1	chr2	200586014	200677064	+	200585867	200609258
AP1AR	chr4	112231740	112273110	+	112231824	112231874
AP1B1	chr22	29327680	29388583	-	29340787	29340837
AP1G1	chr16	71729000	71809201	-	71809151	71809201
AP1G2	chr14	23559565	23568070	-	23564581	23564631
AP1M1	chr19	16197854	16245906	+	16203462	16203512
AP1M2	chr19	10572671	10587315	-	10587264	10587315
AP1S1	chr7	101154456	101161596	+	101154482	101154517
AP1S3	chr2	223751686	223838027	-	223837552	223837602
AP2A1	chr19	49767001	49807114	+	49766967	49767056
AP2A2	chr11	924881	1012245	+	985537	985582
AP2B1	chr17	35578046	35726413	+	35587313	35587363
AP2M1	chr3	184174689	184184214	+	184174854	184174904
AP2S1	chr19	46838136	46850846	-	46850784	46850834
AP3B1	chr5	78002326	78294698	-	78294642	78294755
AP3B2	chr15	82659281	82710112	-	82709864	82709914
AP3D1	chr19	2100988	2164468	-	2151507	2151557
AP3M1	chr10	74120255	74150842	-	74150792	74150842
AP3M2	chr8	42152946	42171673	+	42153073	42153105
AP3S1	chr5	115841592	115914081	+	115895086	115895136
AP3S2	chr15	89830599	89894638	-	89889429	89889479
AP4E1	chr15	50908672	51005895	+	50908794	50908844
AP4M1	chr7	100101549	100110345	+	100103567	100103617
AP4S1	chr14	31025106	31130996	+	31025682	31025732
AP5B1	chr11	65773898	65780976	-	65780752	65780802
AP5M1	chr14	57268924	57298742	+	57269025	57269075
AP5S1	chr20	3820524	3828838	+	3820523	3820573
AP5Z1	chr7	4775615	4794397	+	4775621	4775671
APAF1	chr12	98645290	98735433	+	98645299	98645349
APBA1	chr9	69435727	69484339	-	69672256	69672306
APBA2	chr15	28884483	29118315	+	28884482	28884532
APBA3	chr19	3750772	3761692	-	3754750	3754800
APBB1	chr11	6395125	6419414	-	6419061	6419111
APBB1IP	chr10	26438341	26567803	+	26438424	26438455
APBB2	chr4	40810027	41216714	-	41214568	41214618
APBB3	chr5	140558268	140564781	-	140564419	140564469
APC	chr5	112707498	112846239	+	112821948	112821991
APC2	chr19	1446302	1473244	+	1452197	1452247
APCDD1	chr18	10454635	10489949	+	10472006	10472056
APCDD1L	chr20	58459101	58515399	-	58461930	58461980
APEH	chr3	49674014	49683971	+	49674359	49674409
APELA	chr4	164877178	164898965	+	164877193	164877291
APEX1	chr14	20455191	20457772	+	20455214	20455275
APH1B	chr15	63276018	63309126	+	63276017	63276067
API5	chr11	43311963	43344529	+	43311988	43312052
APIP	chr11	34853094	34916379	-	34916301	34916351
APLF	chr2	68467572	68655862	+	68586853	68586903
APLNR	chr11	57233577	57237250	-	57237264	57237314
APLP1	chr19	35867899	35879792	+	35868562	35868612
APLP2	chr11	130068147	130144811	+	130069836	130069886
APMAP	chr20	24962925	24992751	-	24992593	24992642
APOA1	chr11	116835751	116837622	-	116837560	116837610
APOA4	chr11	116820700	116823304	-	116823256	116823306
APOA5	chr11	116789367	116792420	-	116791845	116791895
APOB	chr2	21001429	21044073	-	21043912	21043962
APOBEC1	chr12	7649400	7665908	-	7665856	7665903
APOBEC2	chr6	41053202	41064891	+	41053303	41053353
APOBEC3A	chr22	38952741	38992778	+	38952740	38952790
APOBEC3B	chr22	38982347	38992804	+	38982398	38982448
APOBEC3C	chr22	39014257	39020352	+	39014261	39014311
APOBEC3D	chr22	39021113	39033277	+	39021112	39021162
APOBEC3F	chr22	39040604	39055972	+	39040856	39040906
APOBEC3G	chr22	39077067	39087743	+	39077083	39077133
APOBEC3H	chr22	39097224	39104067	+	39097223	39097320
APOBR	chr16	28494643	28498964	+	28494648	28494698
APOC1	chr19	44914247	44919349	+	44914839	44914889
APOC2	chr19	44946035	44949565	+	44946055	44946075
APOC3	chr11	116829706	116833072	+	116830528	116830578
APOC4	chr19	44942237	44945496	+	44942237	44942287
APOC4-APOC2	chr19	44942238	44949565	+	44942237	44942287
APOD	chr3	195568705	195584033	-	195583904	195583954
APOE	chr19	44905791	44909393	+	44906359	44906409
APOF	chr12	56360568	56362857	-	56362773	56362823
APOH	chr17	66212033	66256525	-	66256475	66256525
APOL1	chr22	36253071	36267530	+	36253130	36253210
APOL2	chr22	36226209	36239954	-	36239646	36239673
APOL3	chr22	36140330	36166177	-	36160733	36160783
APOL4	chr22	36189124	36204840	-	36204783	36204833
APOL5	chr22	35717872	35729483	+	35717871	35717921
APOL6	chr22	35648446	35668404	+	35648394	35648444
APOLD1	chr12	12725917	12829975	+	12725916	12725978
APOM	chr6	31728695	31734489	+	31652416	31652466
APP	chr21	25880550	26171128	-	26050999	26051032
APPBP2	chr17	60443158	60526242	-	60526169	60526219
APPL1	chr3	57227726	57278105	+	57227830	57227880
APPL2	chr12	105173297	105236203	-	105236188	105236238
APRT	chr16	88809339	88811937	-	88811894	88811944
APTX	chr9	32886601	33025130	-	33001591	33001641
AQP1	chr7	30911853	30925517	+	30911854	30911904
AQP11	chr11	77589391	77610356	+	77589390	77589440
AQP12A	chr2	240691866	240698483	+	240691844	240691894
AQP12B	chr2	240676418	240682906	-	240682856	240682906
AQP2	chr12	49950737	49958878	+	49950740	49950790
AQP3	chr9	33441156	33447596	-	33447561	33447611
AQP4	chr18	26852043	26865771	-	26862356	26862406
AQP5	chr12	49961872	49965682	+	49963574	49963624
AQP6	chr12	49967194	49977139	+	49967193	49967288
AQP7	chr9	33383179	33402682	-	33394126	33394176
AQP8	chr16	25215731	25228932	+	25216920	25216970
AQP9	chr15	58138169	58185911	+	58138262	58138312
AQR	chr15	34851782	34969742	-	34964403	34964453
ARAP1	chr11	72685069	72793599	-	72722308	72722358
ARAP2	chr4	35948221	36244514	-	36045984	36046034
ARAP3	chr5	141653401	141682230	-	141673337	141673387
ARC	chr8	142611049	142614479	-	142612652	142612702
ARCN1	chr11	118572390	118603033	+	118572389	118572439
AREG	chr4	74445136	74455005	+	74445301	74445351
AREL1	chr14	74653437	74713117	-	74713048	74713115
ARF3	chr12	48935723	48957487	-	48957427	48957477
ARF4	chr3	57571363	57598220	-	57597354	57597404
ARF5	chr7	127588386	127591700	+	127588402	127588454
ARF6	chr14	49893079	49897054	+	49893091	49893141
ARFGAP1	chr20	63272785	63289790	+	63287655	63287705
ARFGAP2	chr11	47164299	47177125	-	47172136	47172186
ARFGAP3	chr22	42796502	42858106	-	42857218	42857268
ARFGEF1	chr8	67173511	67343781	-	67271701	67271708
ARFGEF2	chr20	48921711	49036693	+	48921889	48921939
ARFGEF3	chr6	138161939	138344663	+	138161920	138161970
ARFIP1	chr4	152779937	152918463	+	152779938	152780020
ARFIP2	chr11	6474683	6481479	-	6481274	6481343
ARFRP1	chr20	63698642	63708025	-	63700727	63700777
ARG1	chr6	131470832	131584332	+	131573225	131573275
ARG2	chr14	67619920	67651708	+	67619935	67619985
ARGFX	chr3	121567949	121590622	+	121570703	121570753
ARGLU1	chr13	106541673	106568137	-	106567573	106567623
ARHGAP1	chr11	46677080	46700619	-	46697522	46697572
ARHGAP10	chr4	147732063	148072776	+	147732062	147732112
ARHGAP11A	chr15	32615144	32639941	+	32615489	32615539
ARHGAP12	chr10	31805398	31928876	-	31809635	31809685
ARHGAP15	chr2	143091362	143768352	+	143706410	143706460
ARHGAP17	chr16	24919389	25015666	-	24943792	24943842
ARHGAP18	chr6	129576132	129710177	-	129596825	129596875
ARHGAP19	chr10	97222173	97292673	-	97292623	97292673
ARHGAP19-SLIT1	chr10	97153045	97292637	-	97292587	97292637
ARHGAP20	chr11	110577042	110713189	-	110713139	110713189
ARHGAP21	chr10	24583609	24723887	-	24723197	24723247
ARHGAP22	chr10	48446036	48656265	-	48556628	48556678
ARHGAP23	chr17	38229196	38313162	+	38482522	38482572
ARHGAP24	chr4	85475150	86002668	+	85475442	85475492
ARHGAP25	chr2	68679601	68826833	+	68735108	68735158
ARHGAP26	chr5	142770377	143229011	+	142907321	142907371
ARHGAP27	chr17	45393920	45434353	-	45395858	45395908
ARHGAP28	chr18	6729716	6915716	+	6730042	6730092
ARHGAP31	chr3	119294383	119420714	+	119294372	119294422
ARHGAP32	chr11	128965060	129279324	-	129066763	129066813
ARHGAP33	chr19	35774532	35788822	+	35782472	35782517
ARHGAP35	chr19	46860997	47005077	+	46999097	46999147
ARHGAP39	chr8	144529179	144685846	-	144545614	144545664
ARHGAP40	chr20	38601809	38651035	+	38601933	38601983
ARHGAP42	chr11	100687288	100993941	+	100687675	100959899
ARHGAP44	chr17	12789498	12991643	+	12789538	12789588
ARHGAP45	chr19	1065923	1086628	+	1065922	1065972
ARHGAP5	chr14	32076114	32159728	+	32078230	32078280
ARHGAP8	chr22	44752558	44862788	+	44801819	44801869
ARHGAP9	chr12	57472264	57488814	-	57475313	57475363
ARHGDIA	chr17	81867721	81871378	-	81870924	81870974
ARHGDIB	chr12	14942031	14961728	-	14961216	14961266
ARHGDIG	chr16	280450	283010	+	280854	280904
ARHGEF1	chr19	41883173	41930150	+	41884369	41884419
ARHGEF10	chr8	1823926	1958641	+	1859893	1859964
ARHGEF12	chr11	120336413	120489937	+	120385320	120385370
ARHGEF15	chr17	8310241	8322514	+	8310240	8310329
ARHGEF17	chr11	73308276	73369388	+	73308288	73308338
ARHGEF18	chr19	7348937	7472485	+	7395112	7395162
ARHGEF25	chr12	57610180	57617245	+	57611912	57611962
ARHGEF26	chr3	154121003	154261004	+	154121415	154121489
ARHGEF28	chr5	73626158	73941993	+	73863042	73863092
ARHGEF3	chr3	56727418	57079329	-	56977325	56977375
ARHGEF33	chr2	38889875	38975454	+	38919362	38919412
ARHGEF35	chr7	144186083	144195879	-	144195605	144195655
ARHGEF37	chr5	149551947	149634968	+	149581472	149581522
ARHGEF38	chr4	105552620	105708093	+	105700133	105700183
ARHGEF39	chr9	35658875	35675866	-	35665142	35665192
ARHGEF4	chr2	130836914	131047263	+	131041312	131041362
ARHGEF40	chr14	21070273	21090248	+	21070367	21070399
ARHGEF5	chr7	144355288	144380632	+	144366132	144366182
ARHGEF7	chr13	111114559	111305737	+	111153646	111153696
ARID1B	chr6	156776020	157210779	+	156777373	156777423
ARID2	chr12	45729706	45908040	+	45852294	45852344
ARID3A	chr19	925781	975939	+	964288	964338
ARID3B	chr15	74541206	74598131	+	74541205	74541255
ARID3C	chr9	34621074	34629045	-	34628057	34628107
ARID4A	chr14	58298504	58373887	+	58299330	58299380
ARID5A	chr2	96536743	96552634	+	96547389	96547439
ARID5B	chr10	61901684	62096944	+	61901299	62049260
ARIH1	chr15	72474330	72602987	+	72581471	72581521
ARIH2	chr3	48918821	48986382	+	48924715	48924765
ARL1	chr12	101393116	101407772	-	101407413	101407463
ARL10	chr5	176365487	176401865	+	176368849	176368899
ARL11	chr13	49628507	49633872	+	49628522	49628572
ARL13B	chr3	93980139	94055678	+	93980287	93980337
ARL14	chr3	160677160	160678448	+	160677158	160677208
ARL14EP	chr11	30323104	30338223	+	30331643	30331693
ARL14EPL	chr5	116032324	116060118	+	116032323	116032373
ARL15	chr5	53883942	54310582	-	54310526	54310582
ARL16	chr17	81681187	81683797	-	81683609	81683666
ARL17A	chr17	46516702	46579691	-	46559254	46559304
ARL17B	chr17	45699087	45820912	-	46361747	46361797
ARL2	chr11	65014160	65022184	+	65014170	65014220
ARL2-SNX15	chr11	65014182	65040570	+	65014181	65014231
ARL2BP	chr16	57245259	57253635	+	57245258	57245308
ARL3	chr10	102673731	102714397	-	102714357	102714407
